,Unique_Values,Value_Counts
83,1352 DORCHESTER AV,107
84,BEACH ST,106
85,00 BERKELEY ST,105
86,BLUE HILL AV at CLIFFORD ST,105
87,ERIE ST at WASHINGTON ST,105
88,157 PEMBROKE ST,105
89,B ST at W 2ND ST,104
90,DORCHESTER AV at GIBSON ST,103
91,BLUE HILL AV at VESTA RD,103
92,CONGRESS ST,103
93,BLUE HILL AV at DUDLEY ST,103
94,DUDLEY ST at GREENVILLE ST,102
95,DUDLEY ST,101
96,54 ANNUNCIATION RD,101
97,2201 WASHINGTON ST,101
98,58 ANNUNCIATION RD,101
99,CHENEY ST at HARTWELL ST,100
100,00 W NEWTON ST,99
101,HOMESTEAD ST at HUMBOLDT AV,98
102,50 ANNUNCIATION RD,98
103,HARRISON AV,98
104,DORCHESTER AV at GREENWICH ST,98
105,MAIN ST,98
106,301 CENTRE ST,98
107,4 WAKULLAH ST,97
108,2 BOYLSTON ST,96
109,QUINCY ST at WARREN ST,96
110,DUDLEY ST at WASHINGTON ST,95
111,CAUSEWAY ST,94
112,BLUE HILL AV at DEWEY ST,94
113,BOWDOIN ST at NORTON ST,94
114,00 MELNEA CASS BL,94
115,COLUMBIA RD at DORCHESTER AV,94
116,BERNARD ST at HARVARD ST,93
117,AGUADILLA ST at TREMONT ST,92
118,BOWDOIN ST at QUINCY ST,92
119,GENEVA AV at PARK ST,92
120,944 PARKER ST,91
121,800 WASHINGTON ST,91
122,WINSLOW ST at ZEIGLER ST,91
123,DORCHESTER AV at FREEPORT ST,91
124,BOYLSTON ST at TREMONT ST,91
125,00 PLAYSTEAD RD,91
126,SUMMER ST,91
127,460 BLUE HILL AV,90
128,7 ALLSTATE RD,90
129,HUMBOLDT AV at SEAVER ST,88
130,DEARBORN ST at EUSTIS ST,88
131,DORCHESTER AV at KIMBALL ST,88
132,AMERICAN LEGION HY,88
133,HARVARD ST at MORTON ST,88
134,SOUTH ST,87
135,BOWDOIN ST at OLNEY ST,86
136,BLUE HILL AV at ESMOND ST,86
137,BLUE HILL AV at GEORGIA ST,86
138,COLUMBIA RD at HANCOCK ST,86
139,80 W NEWTON ST,85
140,DORCHESTER AV at KEMP ST,85
141,PARKER ST at SMITH ST,84
142,CEYLON ST at QUINCY ST,84
143,68 ANNUNCIATION RD,83
144,ASHMONT ST at DORCHESTER AV,83
145,PLAYSTEAD RD,83
146,BLUE HILL AV at GLENWAY ST,83
147,DUDLEY ST at WENDOVER ST,83
148,0 BEACH ST,82
149,617 SHAWMUT AV,82
150,BLUE HILL AV at WOODROW AV,82
151,AMES ST at WESTVIEW ST,82
152,3 OAKHURST ST,82
153,BABSON ST at BLUE HILL AV,82
154,HUMBOLDT AV at WAUMBECK ST,82
155,COLUMBIA RD at QUINCY ST,81
156,ELLINGTON ST at ERIE ST,81
157,LAGRANGE ST at TAMWORTH ST,81
158,3055 WASHINGTON ST,80
159,950 PARKER ST,80
160,GENEVA AV,80
161,1127 HARRISON AV,79
162,OLD COLONY AV at PREBLE ST,79
163,REDDY AV,79
164,BLUE HILL AV at CALLENDER ST,79
165,CEYLON ST at COLUMBIA RD,79
166,5 AUSTIN ST,79
167,TREMONT ST at W NEWTON ST,78
168,ESSEX ST at WASHINGTON ST,78
169,576 BLUE HILL AV,78
170,MORSE ST at WASHINGTON ST,77
171,HARVARD ST at NORWELL ST,77
172,DALE ST at WARREN ST,77
173,CAMBRIDGE ST,77
174,54 FRANKLIN HILL AV,77
175,HUMBOLDT AV,76
176,NORFOLK ST,75
177,954 PARKER ST,75
178,287 CENTRE ST,75
179,COLUMBIA RD at DEVON ST,75
180,RIVER ST,75
181,TALBOT AV,74
182,00 LENOX ST,73
183,510 WASHINGTON ST,73
184,85 SOUTHAMPTON ST,73
185,558 WASHINGTON ST,72
186,BLUE HILL AV at WASHINGTON ST,72
187,EDINBORO ST,72
188,COLUMBUS AV at TREMONT ST,72
189,CEDAR ST at WASHINGTON ST,71
190,CRAWFORD ST at HUMBOLDT AV,71
191,RUGGLES ST at WASHINGTON ST,71
192,SOUTHERN AV at TALBOT AV,71
193,BLUE HILL AV at DEVON ST,71
194,COMMONWEALTH AV at HARVARD,70
195,PARKER ST at TREMONT ST,70
196,WARREN ST,70
197,DUDLEY ST at WARREN ST,70
198,CENTRE ST,70
199,0 OXFORD PL,70
200,00 DORCHESTER AV,70
201,CENTRE ST at COLUMBUS AV,70
202,00 NEWBURY ST,69
203,AUSTIN ST,69
204,76 ANNUNCIATION RD,69
205,BAILEY ST at DORCHESTER AV,69
206,ANSON ST,68
207,450 WASHINGTON ST,68
208,LENOX ST at SHAWMUT AV,68
209,625 SHAWMUT AV,67
210,BLUE HILL AV at INTERVALE ST,67
211,NORFOLK ST at WOODROW AV,67
212,3 DALESSIO CT,67
213,MELVILLE AV at WASHINGTON ST,67
214,BLUE HILL AV at RIVER ST,66
215,MERIDIAN ST at WHITE ST,66
216,80 ARCHDALE RD,65
217,30 ANNUNCIATION RD,65
218,ABBOT ST at BLUE HILL AV,65
219,ATLANTIC AV,65
220,0 TREMONT ST,64
221,CONDOR ST at MERIDIAN ST,64
222,0 CAUSEWAY ST,64
223,CANAL ST,64
224,EVANS ST at MORTON ST,64
225,135 DUDLEY ST,64
226,0 ALLSTATE RD,64
227,SCHOOL ST,64
228,HUMBOLDT AV at TOWNSEND ST,63
229,BLUE HILL AV at CHENEY ST,63
230,PARKER ST at PRENTISS ST,62
231,HOWARD AV at WAYLAND ST,62
232,BIRD ST at COLUMBIA RD,61
233,COLUMBUS AV at DIXWELL ST,61
234,38 VESTA RD,61
235,BLUE HILL AV at MORELAND ST,60
236,HAROLD ST at HOLWORTHY ST,60
237,17 NORMANDY ST,60
238,0 ANDREW SQUARE,60
239,660 WASHINGTON ST,60
240,38 ANNUNCIATION RD,60
241,0 WARREN ST,60
242,1100 MASSACHUSETTS AV,60
243,00 HUNTINGTON AV,59
244,BOWDOIN ST,59
245,BLUE HILL AV at WOODCLIFF ST,59
246,SMITH ST at TURQUOISE WAY,59
247,BOWDOIN ST at HAMILTON ST,59
248,124 EUSTIS ST,59
249,CHAUNCY ST,58
250,CANAL ST at CAUSEWAY ST,58
251,MEDFORD ST,58
252,STRATTON ST at WESTVIEW ST,58
253,WALFORD WY,58
254,BERNARD ST at TALBOT AV,58
255,2360 WASHINGTON ST,58
256,BOWDOIN ST at WASHINGTON ST,58
257,COLUMBIA RD at SEAVER ST,58
258,TALBOT AV at WALES ST,58
259,DUDLEY ST at WINSLOW ST,58
260,COLUMBUS AV at HEATH ST,58
261,CENTRE ST at ESTRELLA ST,58
262,DUDLEY ST at HARRISON AV,58
263,BLUE HILL AV at BROOKFORD ST,58
264,MT PLEASANT ST,58
265,COLUMBIA RD at STANWOOD ST,57
266,AMES ST at AMES WY,57
267,KNEELAND ST,57
268,MT PLEASANT AV,57
269,BLUE HILL AV at WOOLSON ST,57
270,STANDARD ST at WOODBOLE AV,57
271,COMMERCIAL ST,57
272,ELLINGTON ST at OLD RD,57
273,CUMMINS HY,56
274,1050 TREMONT ST,56
275,128 TREMONT ST,56
276,28 MICHIGAN AV,56
277,14 ZEIGLER ST,56
278,ARCHDALE RD,55
279,ELM HILL AV at SEAVER ST,55
280,9 DITMUS CT,55
281,BLUE HILL AV at MCLELLAN ST,55
282,26 ANGELL ST,55
283,NEW ENGLAND AV at SOUTHERN AV,55
284,609 SHAWMUT AV,55
285,STUART ST at TREMONT ST,55
286,00 NORTHAMPTON ST,55
287,0 MOAKLEY PARK,55
288,HARVARD ST at WALES ST,55
289,69 PARIS ST,55
290,ROXBURY ST at WASHINGTON ST,54
291,HARVARD ST,54
292,HANCOCK ST at PLEASANT ST,54
293,SEAVER ST,54
294,DUDLEY ST at MT PLEASANT ST,54
295,10 TROTTER CT,54
296,CHARLES ST,54
297,1 LEYLAND ST,54
298,WALNUT AV,54
299,HORADAN WY at TURQUOISE WAY,54
300,571 WASHINGTON ST,53
301,WAINWRIGHT ST,53
302,BLUE HILL AV at CHARLOTTE ST,53
303,00 APPLETON ST,53
304,BLUE HILL AV at CASTLEGATE RD,52
305,PARKER ST,52
306,PARK ST at WASHINGTON ST,52
307,40 GIBSON ST,52
308,ARBUTUS ST at BLUE HILL AV,52
309,FRANKLIN ST at WASHINGTON ST,52
310,MORTON ST,52
311,44 WINTER ST,52
312,ADAMS ST at DUDLEY ST,52
313,CENTRE ST at DORCHESTER AV,52
314,40 ANNUNCIATION RD,52
315,14 HORADAN WY,51
316,TROTTER CT,51
317,85 WARREN ST,51
318,CENTRE ST at LAMARTINE ST,51
319,MILTON AV at NORFOLK ST,51
320,BLUE HILL AV at JULIAN ST,51
321,74 NIGHTINGALE ST,51
322,BLUE HILL AV at WAYNE ST,50
323,0 COLUMBIA RD,50
324,CHARLES ST at DORCHESTER AV,50
325,BLUE HILL AV at FAYSTON ST,50
326,37 HOSMER ST,50
327,0 SOUTHAMPTON ST,50
328,GLENWAY ST at HARVARD ST,50
329,1200 WASHINGTON ST,50
330,ASHMONT ST,49
331,TREMONT ST at WINTER ST,49
332,80 ANNUNCIATION RD,49
333,QUINCY ST,49
334,570 BLUE HILL AV,49
335,BERNARD ST at KINGSDALE ST,49
336,GENEVA AV at WESTVILLE ST,49
337,DALE ST at REGENT ST,49
338,0 KNAPP ST,49
339,ERIE ST at GLENWAY ST,49
340,LENOX ST at TREMONT ST,49
341,265 CENTRE ST,48
342,ELIZABETH ST at NORFOLK ST,48
343,NIGHTINGALE ST at TALBOT AV,48
344,39 MT PLEASANT ST,48
345,17 WARDMAN RD,48
346,FULLER ST at WASHINGTON ST,48
347,ADAMS ST at EUSTIS ST,48
348,12 HORADAN WY,48
349,60 ANNUNCIATION RD,48
350,COLUMBIA RD at STOUGHTON ST,48
351,909 ALBANY ST,48
352,MAYWOOD ST at WARREN ST,48
353,STUART ST,47
354,BLUE HILL AV at DOVE ST,47
355,LAGRANGE ST at WASHINGTON ST,47
356,BLUE HILL AV at GENEVA AV,47
357,RUGGLES ST at TREMONT ST,47
358,35 MT PLEASANT ST,47
359,BLUE HILL AV at ELLINGTON ST,47
360,CUNNINGHAM ST at WOODLEDGE ST,47
361,0 HUMBOLDT AV,47
362,KNEELAND ST at SURFACE RD,47
363,DORCHESTER AV at TALBOT AV,47
364,680 PARKER ST,47
365,GENEVA AV at OLNEY ST,47
366,315 CENTRE ST,47
367,133 HAROLD ST,47
368,#NAME?,47
369,SHAWMUT AV,46
370,00 COMMONWEALTH AV,46
371,MILLET ST at TALBOT AV,46
372,50 SUMMER ST,46
373,NORFOLK ST at TALBOT AV,46
374,DORCHESTER AV at LINDEN ST,46
375,69 HOMESTEAD ST,46
376,00 SULLIVAN WY,46
377,97 WALDECK ST,46
378,NEW ENGLAND AV at NORFOLK ST,46
379,MORTON ST at W SELDEN ST,45
380,00 TRAVELER ST,45
381,DALE ST at WASHINGTON ST,45
382,CAMDEN ST at TREMONT ST,45
383,SURFACE RD,45
384,ARCHDALE RD at WASHINGTON ST,45
385,BLUE HILL AV at WALES ST,45
386,4 DALESSIO CT,45
387,151 HOMESTEAD ST,45
388,BLUE HILL AV at INGLESIDE ST,45
389,2343 WASHINGTON ST,45
390,HORADAN WY at PARKER ST,45
391,TAMWORTH ST,45
392,NORWELL ST at WASHINGTON ST,45
393,NORFOLK ST at STANTON ST,45
394,312 BORDER ST,44
395,BLUE HILL AV at EVELYN ST,44
396,HOWARD ST at WAYLAND ST,44
397,BLUE HILL AV at WOODVILLE ST,44
398,BLUE HILL AV at LANDOR RD,44
399,HUMBOLDT AV at HUTCHINGS ST,44
400,TALBOT AV at WESTCOTT ST,44
401,BLUE HILL AV at EDGEWOOD ST,44
402,655 WARREN ST,44
403,DEVON ST at NORMANDY ST,44
404,VASSAR ST at WASHINGTON ST,44
405,800 BOYLSTON ST,43
406,KENDALL ST at SHAWMUT AV,43
407,40 SUDBURY ST,43
408,DUDLEY ST at MT PLEASANT AV,43
409,BLUE HILL AV at WALK HILL ST,43
410,HARRISON AV at ZEIGLER ST,43
411,KNAPP ST,43
412,BLUE HILL AV at WAVERLY ST,43
413,CRESTON ST at NORMANDY ST,43
414,INWOOD ST at OLNEY ST,43
415,GURNEY ST at PARKER ST,43
416,11 CHARLES ST,43
417,ADAMS ST at DUBOIS ST,42
418,33 GLENDALE ST,42
419,BORDER ST,42
420,BEACH ST at HUDSON ST,42
421,97 LEWISTON ST,42
422,WARREN ST at ZEIGLER ST,42
423,CRAWFORD ST at HAROLD ST,42
424,LUCERNE ST at WOODROW AV,42
425,333 WASHINGTON ST,42
426,00 CAMDEN ST,42
427,NORFOLK ST at PEACEVALE RD,42
428,LYFORD ST at WOODROW AV,42
429,NEW ENGLAND AV at TALBOT AV,42
430,275 CENTRE ST,42
431,STATE ST,42
432,ESSEX ST at HARRISON AV,42
433,784 MASSACHUSETTS AV,42
434,LINCOLN ST,42
435,75 W NEWTON ST,41
436,DUDLEY ST at HUMPHREYS ST,41
437,940 PARKER ST,41
438,DUDLEY ST at MAGNOLIA ST,41
439,PING ON ST,41
440,CLARKWOOD ST at NORFOLK ST,41
441,KING BL at WALNUT AV,41
442,23 PAGE ST,41
443,BLUE HILL AV at CRESTON ST,41
444,SUMNER ST,41
445,9 PEACEVALE RD,41
446,22 MARION ST,41
447,0 M ST,41
448,WOODBOLE AV at WOODRUFF WY,41
449,3700 WASHINGTON ST,41
450,BLUE HILL AV at FLOYD ST,41
451,4 HORADAN WY,41
452,210 BORDER ST,41
453,GEORGIA ST at HARTWELL ST,40
454,PARK ST at TREMONT ST,40
455,BLUE HILL AV at DEERING RD,40
456,50 BICKFORD ST,40
457,ERIE ST at MICHIGAN AV,40
458,15 WENDOVER ST,40
459,KINGSDALE ST at WALES ST,40
460,E COTTAGE ST at LEYLAND ST,40
461,HARVARD ST at WATERLOW ST,40
462,HAROLD ST at HARRISHOF ST,40
463,COLUMBIA RD at INTERVALE ST,40
464,ALLSTATE RD,40
465,MAPLE ST at SEAVER ST,40
466,DORCHESTER AV at SAVIN HILL A,39
467,144 DUDLEY ST,39
468,280 CENTRE ST,39
469,BOWDOIN ST at DRAPER ST,39
470,WALNUT AV at WARREN ST,39
471,EUSTIS ST,39
472,BEACH ST at WASHINGTON ST,39
473,D ST at W BROADWAY,39
474,DORCHESTER AV at VON HILLERN,39
475,800 BORDER ST,39
476,WOOD AV,39
477,664 TREMONT ST,39
478,HANCOCK ST,39
479,180 RUGGLES ST,39
480,WALNUT PK at WARDMAN RD,39
481,650 AMERICAN LEGION HY,39
482,NORFOLK ST at THETFORD AV,38
483,MILK ST,38
484,EDSON ST at NORFOLK ST,38
485,1050 BLUE HILL AV,38
486,53 HUNTINGTON AV,38
487,EDINBORO ST at ESSEX ST,38
488,NORFOLK ST at WHITMAN ST,38
489,ST RICHARD ST,38
490,NORMANDY ST at SEAVER ST,38
491,35 MT PLEASANT AV,38
492,HOLLANDER ST at HOLWORTHY ST,38
493,BOWDOIN ST at HANCOCK ST,38
494,BUSSEY ST at SOUTH ST,38
495,3091 WASHINGTON ST,38
496,FESSENDEN ST at NORFOLK ST,38
497,566 DORCHESTER AV,38
498,SOUTHAMPTON ST at TOPEKA ST,38
499,DACIA ST at DEWEY ST,38
500,GREENWOOD ST at HARVARD ST,38
501,297 CENTRE ST,38
502,BLUE HILL AV at STANWOOD ST,37
503,87 SCHOOL ST,37
504,ARCHDALE RD at BROOKWAY RD,37
505,MAGNOLIA ST at QUINCY ST,37
506,BLUE HILL AV at W COTTAGE ST,37
507,ARCH ST at SUMMER ST,37
508,17 TROTTER CT,37
509,ERIE ST at GREENWOOD ST,37
510,LEYLAND ST,37
511,34 ANNUNCIATION RD,37
512,ELM HILL at SEAVER ST,37
513,1580 DORCHESTER AV,37
514,QUINCEFIELD ST at WENDOVER ST,37
515,EVERTON ST at GENEVA AV,36
516,495 BLUE HILL AV,36
517,225 CENTRE ST,36
518,4 TURQUOISE WAY,36
519,CANAL ST at VALENTI WY,36
520,MORTON ST at WILDWOOD ST,36
521,DUDLEY ST at HOWARD AV,36
522,CAUSEWAY ST at PORTLAND ST,36
523,AMERICAN LEGION HY at BLUE HI,36
524,275 TREMONT ST,36
525,10 HAMMOND ST,36
526,HAMMOND ST at TREMONT ST,36
527,874 HARRISON AV,36
528,LYFORD ST at STRATTON ST,36
529,43 HOLWORTHY ST,36
530,75 WAYLAND ST,36
531,SOUTHERN AV at WASHINGTON ST,35
532,270 COLUMBIA RD,35
533,41 PRENTISS ST,35
534,433 HARRISON AV,35
535,BOSTON ST at COLUMBIA RD,35
536,ANNUNCIATION RD at PARKER ST,35
537,350 WASHINGTON ST,35
538,2100 DORCHESTER AV,35
539,AMES ST at STRATTON ST,35
540,MASSACHUSETTS AV,35
541,DUDLEY ST at MONADNOCK ST,35
542,620 COLUMBIA RD,35
543,WARREN ST at WAVERLY ST,35
544,FIELDS CORNER,35
545,270 HUNTINGTON AV,35
546,BLUE HILL AV at WOODHAVEN ST,35
547,631 WASHINGTON ST,35
548,600 WASHINGTON ST,35
549,CHARLES ST at GENEVA AV,35
550,ALBERT ST at PRENTISS ST,35
551,BLUE HILL AV at FAIRWAY ST,35
552,DORCHESTER AV at ELLSWORTH ST,34
553,WALNUT PK at WASHINGTON ST,34
554,DORCHESTER AV at LOCUST ST,34
555,13 WENDOVER ST,34
556,BICKFORD ST at CENTRE ST,34
557,HUNTINGTON AV at TREMONT ST,34
558,ATHERTON ST at WASHINGTON ST,34
559,BLUE HILL AV at HAVELOCK ST,34
560,PRENTISS ST at TREMONT ST,34
561,MASSACHUSETTS AV at MELNEA C,34
562,24 WOODRUFF WY,34
563,DACIA ST at WOODCLIFF ST,34
564,84 ALABAMA ST,34
565,587 BOYLSTON ST,34
566,1165 BLUE HILL AV,34
567,ALMONT ST at BLUE HILL AV,34
568,2400 WASHINGTON ST,34
569,17 SMITH ST,34
570,INTERVALE ST at NORMANDY ST,34
571,36 MAPLE ST,34
572,1 ASPINWALL RD,34
573,56 FRANKLIN HILL AV,34
574,WENDOVER ST,34
575,61 PRENTISS ST,34
576,FRANKLIN HILL A at HARVARD ST,33
577,20A SAN JUAN ST,33
578,BICKNELL ST at HARVARD ST,33
579,849 BLUE HILL AV,33
580,CENTRE ST at TALBOT AV,33
581,TOWNSEND ST,33
582,MCGREEVEY WY at PARKER ST,33
583,HANOVER ST,33
584,SUDBURY ST,33
585,00 KENDALL ST,33
586,WEST ST,33
587,00 AGUADILLA ST,33
588,170 HANCOCK ST,33
589,ADAMS ST,33
590,HARVARD ST at WALK HILL ST,33
591,794 MASSACHUSETTS AV,33
592,00 CLARENDON ST,33
593,EVELYN ST at NORFOLK ST,33
594,TALBOT AV at WELLES AV,33
595,29 CUNNINGHAM ST,33
596,1990 COLUMBUS AV,33
597,41 KINGSDALE ST,33
598,COLUMBIA RD at E COTTAGE ST,33
599,FOREST ST at VINE ST,33
600,17 BULLARD ST,33
601,LAGRANGE ST,33
602,0 BOWER ST,33
603,DALE ST at SHERMAN ST,33
604,64 BOWER ST,32
605,43 NORTON ST,32
606,00 FENWAY,32
607,BABSON ST at NORFOLK ST,32
608,TOWNSEND ST at WARREN ST,32
609,BLUE HILL AV at PASADENA RD,32
610,10 GIBSON ST,32
611,ST JAMES ST at WASHINGTON ST,32
612,WASHINGTON ST at WHEATLAND AV,32
613,280 W BROADWAY,32
614,HOWLAND ST at HUMBOLDT AV,32
615,FRANKLIN HILL AV,32
616,HANCOCK ST at TRULL ST,32
617,DORCHESTER AV at HANCOCK ST,32
618,NORMANDY ST at PASADENA RD,32
619,BOWER ST at WALNUT AV,32
620,1249 HYDE PARK AV,32
621,950 BLUE HILL AV,32
622,00 SAN JUAN ST,32
623,BLUE HILL AV at BRUNSWICK ST,32
624,CASTLEGATE RD at NORMANDY ST,32
625,COMMONWEALTH AV at WARREN S,32
626,AGUADILLA ST,32
627,73 CHARLES ST,32
628,NORWELL ST at TALBOT AV,32
629,2101 WASHINGTON ST,32
630,DEARBORN ST at ZEIGLER ST,32
631,HUMBOLDT AV at KING BL,32
632,CRAWFORD ST,32
633,ROXBURY ST,32
634,45 MORRISSEY BL,32
635,DEWAR ST at DORCHESTER AV,32
636,COMMONWEALTH at HARVARD AV,32
637,MAPLE ST at NAZING ST,32
638,5 ALLSTATE RD,32
639,DORCHESTER AV at DRACUT ST,31
640,NORMANDY ST at WASHINGTON ST,31
641,KERWIN ST at TALBOT AV,31
642,400 BORDER ST,31
643,CEYLON ST,31
644,135 HAROLD ST,31
645,NORWELL ST at PARK ST,31
646,BOWDOIN ST at TOPLIFF ST,31
647,AMERICAN LEGION HY at FRANKLI,31
648,BUSSEY ST at WALTER ST,31
649,AVERY ST at WASHINGTON ST,31
650,ARLINGTON ST,31
651,BLUE HILL AV at LAWRENCE AV,31
652,HARVARD ST at RIPLEY RD,31
653,DORCHESTER AV at HARBOR VIEW,31
654,MILDRED AV at NORFOLK ST,31
655,MAPLE ST at SONOMA ST,31
656,COLUMBIA RD at HAMILTON ST,31
657,0 QUINCY ST,30
658,OXFORD PL,30
659,DUNBAR AV at WASHINGTON ST,30
660,HARVARD ST at STANDISH ST,30
661,SUMMER ST at WASHINGTON ST,30
662,ADAMS ST at BOWDOIN ST,30
663,155 TALBOT AV,30
664,BAY ST at DORCHESTER AV,30
665,DUDLEY ST at E COTTAGE ST,30
666,138 HEATH ST,30
667,0 MASSACHUSETTS AV,30
668,9-11 MELBOURNE ST,30
669,0 WALNUT AV,30
670,0 BOYLSTON ST,30
671,HANCOCK ST at JEROME ST,30
672,CHARLES ST at STUART ST,30
673,3064 WASHINGTON ST,30
674,BLUE HILL AV at CLARKWOOD ST,30
675,200 BORDER ST,30
676,19 LEYLAND ST,30
677,DANA AV,30
678,GLEASON ST at HARVARD ST,30
679,13 MAVERICK SQ,30
680,0 EDEN ST,30
681,1855 WASHINGTON ST,30
682,HARVARD ST at WARNER ST,30
683,70 W NEWTON ST,30
684,KNEELAND ST at WASHINGTON ST,30
685,GALLIVAN BL at MORTON ST,30
686,LUCERNE ST at MORTON ST,30
687,AUCKLAND ST at BAY ST,30
688,ALBERT ST,29
689,COLUMBUS AV,29
690,GENEVA AV at TOPLIFF ST,29
691,EUSTIS ST at WASHINGTON ST,29
692,DARLINGTON ST at NORFOLK ST,29
693,CENTRE ST at WISE ST,29
694,26 ANNUNCIATION RD,29
695,7 SMITH ST,29
696,CALLENDER ST at LUCERNE ST,29
697,100 HUNTINGTON AV,29
698,BROWNING AV at WALES ST,29
699,DUNLAP ST at WASHINGTON ST,29
700,HUMBOLDT AV at WYOMING ST,29
701,NORTHAMPTON ST at TREMONT ST,29
702,633 SHAWMUT AV,29
703,CALLENDER ST at LYFORD ST,29
704,99 TOPEKA ST,29
705,BLUE HILL AV at WINTHROP ST,29
706,MAPLE ST at WAYNE ST,29
707,21 CHENEY ST,29
708,WARREN ST at WOODBINE ST,29
709,90 W NEWTON ST,29
710,00 FAY ST,29
711,NEW ENGLAND AV,29
712,ADAMS ST at ROBINSON ST,28
713,ABBOT ST at HARVARD ST,28
714,1239 RIVER ST,28
715,52 STONEHURST ST,28
716,14 ALLSTATE RD,28
717,0 SEAVER ST,28
718,MALCOLM X BL at SHAWMUT AV,28
719,DIXWELL ST,28
720,MERIDIAN ST,28
721,86 W NEWTON ST,28
722,24 NEW CHARDON ST,28
723,HUMBOLDT AV at WALNUT AV,28
724,DORCHESTER ST at W BROADWAY,28
725,FAIRMOUNT AV,28
726,KENDALL ST,28
727,HOSMER ST at NORFOLK ST,28
728,824 BLUE HILL AV,28
729,0 DEARBORN ST,28
730,532 COMMONWEALTH AV,28
731,65 HOMESTEAD ST,28
732,477 RIVER ST,28
733,COLUMBIA RD at MASSACHUSETTS,28
734,100 W NEWTON ST,28
735,BLUE HILL AV at NORFOLK ST,28
736,DORCHESTER AV at SHEPTON ST,28
737,CUMMINS HY at RIVER ST,28
738,RESERVATION RD,28
739,STRATTON ST,28
740,E COTTAGE ST at HUMPHREYS ST,28
741,965 BLUE HILL AV,28
742,CORBET ST at EVANS ST,28
743,00 ARLINGTON ST,28
744,DAKOTA ST at WASHINGTON ST,28
745,245 TALBOT AV,28
746,200 HANCOCK ST,28
747,DALE ST at WALNUT AV,28
748,DUDLEY ST at VINE ST,28
749,101 W BROADWAY,28
750,55 FLORIDA ST,28
751,BLUE HILL AV at GOODALE RD,27
752,EUTAW ST at MERIDIAN ST,27
753,CRAWFORD ST at HOLWORTHY ST,27
754,70 AMES ST,27
755,TOWNSEND ST at WALNUT AV,27
756,DORCHESTER AV at LYON ST,27
757,BLUE HILL AV at HOLBORN ST,27
758,573 WASHINGTON ST,27
759,SEAVER ST at WALNUT AV,27
760,BLUE HILL AV at NAZING ST,27
761,RIPLEY RD,27
762,DORCHESTER at OLD COLONY AV,27
763,MELNEA CASS BL,27
764,95 WAYLAND ST,27
